recording_num	first_language	origin_city	origin_country	Age	Gender	Experience	classification	file_name	language_symbol	date_added
22	german	elsterwerda	germany	21	female	12	academic	german22.mov	deu	3/13/2009 0:28
23	german	herdecke	germany	24	male	11	academic	german23.mov	deu	5/12/2011 14:04
24	german	niedersachsen	germany	27	male	10	academic	german24.mov	deu	5/4/2011 20:26
25	german	geislingen	germany	21	female	11	academic	german25.mov	deu	4/2/2013 16:02
26	german	stuttgart	germany	77	female	24	naturalistic	german26.mov	deu	4/2/2013 16:02
27	german	bielefeld	germany	23	male	10	academic	german27.mov	deu	4/2/2013 16:02
28	german	vienna	austria	19	female	10	academic	german28.mov	deu	4/2/2013 16:02
29	german	coburg	germany	53	female	12	academic	german29.mov	deu	4/18/2012 10:39
30	german	radstadt	austria	32	female	8	academic	german30.mov	deu	10/25/2012 22:47
31	german	datteln	germany	21	female	10	academic	german31.mov	deu	10/27/2012 15:15
32	german	niedersachsen	germany	29	female	12	academic	german32.mov	deu	11/19/2012 8:20
33	german	stuttgart	germany	39	male	10	academic	german33.mov	deu	1/13/2014 20:23
34	german	bochum	germany	28	male	11	academic	german34.mov	deu	1/31/2014 13:10
1	greek	athens	greece	19	male	9	academic	greek1.mov	ell	6/15/2005 17:09
2	greek	athens	greece	26	female	9	academic	greek2.mov	ell	6/15/2005 17:09
3	greek	karprenici	greece	37	female	15	academic	greek3.mov	ell	9/12/2005 9:28
4	greek	ioannina	greece	37	male	7	academic	greek4.mov	ell	9/28/2006 15:04
5	greek	nicosia	cyprus	51	male	25	academic	greek5.mov	ell	3/6/2007 11:57
6	greek	igoumenitsa	greece	62	female	12	academic	greek6.mov	ell	12/6/2007 11:34
7	greek	athens	greece	18	male	4	naturalistic	greek7.mov	ell	3/22/2009 12:00
8	greek	athens	greece	37	male	3	academic	greek8.mov	ell	4/7/2013 13:02
9	greek	athens	greece	23	female	6	academic	greek9.mov	ell	4/7/2013 13:02
10	greek	nicosia	cyprus	58	male	14	academic	greek10.mov	ell	4/7/2013 13:03
11	greek	athens	greece	21	female	3	naturalistic	greek11.mov	ell	4/7/2013 13:03
12	greek	bethlehem	usa	24	male	4	naturalistic	greek12.mov	ell	11/26/2012 18:04
13	greek	vlore	albania	23	female	6	academic	greek13.mov	ell	11/4/2013 21:42
14	greek	lancaster	usa	22	female	3	naturalistic	greek14.mov	ell	11/12/2013 0:05
15	greek	jerusalem	israel	81	female	8	academic	greek15.mov	ell	11/17/2013 21:32
1	gujarati	ahmedabad	india	20	male	15	academic	gujarati1.mov	guj	6/15/2005 17:09
2	gujarati	bombay	india	22	male	8	academic	gujarati2.mov	guj	6/15/2005 17:09
3	gujarati	limerick	ireland	28	female	2	naturalistic	gujarati3.mov	guj	6/15/2005 17:09
4	gujarati	ahmedabad	india	53	female	16	academic	gujarati4.mov	guj	11/16/2006 10:30
5	gujarati	bombay	india	28	female	3	academic	gujarati5.mov	guj	11/16/2008 22:16
6	gujarati	kutch	india	29	male	5	naturalistic	gujarati6.mov	guj	6/3/2009 11:22
7	gujarati	hyderabad	india	40	female	4	academic	gujarati7.mov	guj	7/26/2011 8:00
8	gujarati	ahmedabad	india	27	female	7	academic	gujarati8.mov	guj	10/11/2012 22:09
1	gusii	nairobi	kenya	44	male	12	academic	gusii1.mov	guz	6/5/2009 21:48
2	gusii	kisii	kenya	41	male	6	academic	gusii2.mov	guz	2/8/2011 10:01
1	hadiyya	hosanna	ethiopia	51	male	12	academic	hadiyya1.mov	hdy	3/20/2009 20:23
2	hadiyya	hosanna	ethiopia	30	male	11	academic	hadiyya2.mov	hdy	3/20/2009 20:23
1	hainanese	singapore	singapore	45	male	7	academic	hainanese1.mov	nan	8/14/2008 20:13
1	haitian creole french	port-au-prince	haiti	42	male	42	academic	haitiancreolefrench1.mov	hat	2/8/2011 10:09
2	haitian creole french	port-au-prince	haiti	40	male	35	academic	haitiancreolefrench2.mov	hat	2/8/2011 10:09
3	haitian creole french	port-au-prince	haiti	43	male	41	academic	haitiancreolefrench3.mov	hat	2/8/2011 10:09
4	haitian creole french	port-au-prince	haiti	21	male	21	academic	haitiancreolefrench4.mov	hat	2/18/2011 18:34
5	haitian creole french	port-au-prince	haiti	54	female	51	academic	haitiancreolefrench5.mov	hat	2/18/2011 18:34
6	haitian creole french	ouanaminthe	haiti	18	female	16	naturalistic	haitiancreolefrench6.mov	hat	12/2/2013 23:51
1	hakka	pei kang	taiwan	72	female	13	academic	hakka1.mov	hak	7/6/2012 23:36
1	hausa	kano	nigeria	49	male	7	academic	hausa1.mov	hau	3/22/2009 12:01
2	hausa	bauchi	nigeria	46	male	10	academic	hausa2.mov	hau	3/22/2009 12:02
3	hausa	malumfashi	nigeria	47	female	6	academic	hausa3.mov	hau	3/22/2009 12:02
4	hausa	kano	nigeria	62	male	10	academic	hausa4.mov	hau	3/22/2009 12:05
5	hausa	maine	niger	43	female	12	academic	hausa5.mov	hau	3/22/2009 12:03
6	hausa	kano	nigeria	48	male	6	academic	hausa6.mov	hau	3/22/2009 12:03
7	hausa	sokoto	nigeria	52	male	7	academic	hausa7.mov	hau	2/2/2009 16:54
8	hausa	katsina	nigeria	30	male	7	academic	hausa8.mov	hau	6/2/2009 20:02
9	hausa	kaltungo	nigeria	43	male	5	naturalistic	hausa9.mov	hau	3/24/2011 9:24
1	hawai'i creole english	pepeekeo	usa	73	male	5	academic	hawai'i_creole_english1.mov	hwc	10/5/2012 1:07
2	hawai'i creole english	pa'ia	usa	69	female	4	naturalistic	hawai'i_creole_english2.mov	hwc	10/7/2012 15:49
1	hebrew	yehud	israel	23	male	10	academic	hebrew1.mov	heb	6/15/2005 17:09
2	hebrew	jerusalem	israel	24	male	10	academic	hebrew2.mov	heb	6/15/2005 17:09
3	hebrew	haifa	israel	33	male	8	academic	hebrew3.mov	heb	6/15/2005 17:09
4	hebrew	haifa	israel	20	female	9	academic	hebrew4.mov	heb	6/15/2005 17:09
5	hebrew	netanya	israel	23	male	10	academic	hebrew5.mov	heb	6/15/2005 17:09
6	hebrew	rishon	israel	33	female	9	academic	hebrew6.mov	heb	6/15/2005 17:10
7	hebrew	jerusalem	israel	52	male	12	naturalistic	hebrew7.mov	heb	9/8/2008 14:50
8	hebrew	jerusalem	israel	28	male	7	naturalistic	hebrew8.mov	heb	2/22/2009 11:55
9	hebrew	petah-tiqwa	israel	23	male	4	naturalistic	hebrew9.mov	heb	2/15/2013 7:15
1	hindi	nagpur	india	27	male	2	academic	hindi1.mov	hin	6/16/2008 11:02
2	hindi	hyderabad	india	31	male	3	academic	hindi2.mov	hin	11/9/2006 14:02
3	hindi	jalandhar	india	42	male	5	academic	hindi3.mov	hin	11/9/2006 14:02
4	hindi	bhilwara	india	28	female	14	academic	hindi4.mov	hin	6/16/2008 11:03
5	hindi	hubballi	india	64	female	10	academic	hindi5.mov	hin	6/16/2008 11:03
6	hindi	new delhi	india	27	female	4	academic	hindi6.mov	hin	6/16/2008 11:03
7	hindi	allahabad	india	60	female	5	academic	hindi7.mov	hin	6/16/2008 11:03
8	hindi	imphal	india	19	male	8	academic	hindi8.mov	hin	8/14/2008 20:12
9	hindi	durgapur	india	31	male	4	academic	hindi9.mov	hin	2/9/2009 16:10
10	hindi	new delhi	india	19	female	10.5	naturalistic	hindi10.mov	hin	4/15/2011 17:24
11	hindi	chandigarh	india	20	male	4	academic	hindi11.mov	hin	4/25/2012 12:39
12	hindi	allahabad	india	25	female	4	academic	hindi12.mov	hin	4/25/2012 12:41
13	hindi	jaipur	india	43	female	13	academic	hindi13.mov	hin	4/25/2012 12:37
14	hindi	new delhi	india	53	male	12	academic	hindi14.mov	hin	11/17/2012 14:38
15	hindi	new delhi	india	23	female	1	naturalistic	hindi15.mov	hin	11/2/2013 18:27
1	hindko	ghazi	pakistan	62	male	6	academic	hindko1.mov	hno	12/12/2006 12:29
1	hungarian	cegled	hungary	22.5	female	20	academic	hungarian1.mov	hun	6/15/2005 17:09
2	hungarian	clug	romania	22	female	8	academic	hungarian2.mov	hun	6/15/2005 17:09
3	hungarian	brasov	romania	34	male	8	academic	hungarian3.mov	hun	6/15/2005 17:09
4	hungarian	szeged	hungary	26	male	5	academic	hungarian4.mov	hun	10/19/2006 13:27
5	hungarian	budapest	hungary	29	female	27	academic	hungarian5.mov	hun	3/19/2008 14:12
6	hungarian	budapest	hungary	38	female	14	academic	hungarian6.mov	hun	
7	hungarian	budapest	hungary	57	female	17	naturalistic	hungarian7.mov	hun	6/3/2009 11:21
8	hungarian	pinkoc	hungary	86	female	86	naturalistic	hungarian8.mov	hun	4/1/2011 13:25
1	ibibio	uyo	nigeria	52	male	3	naturalistic	ibibio1.mov	ibb	8/6/2009 13:59
2	ibibio	abak	nigeria	45	female	4	naturalistic	ibibio2.mov	ibb	2/18/2011 18:35
3	ibibio	lagos	nigeria	36	male	6	academic	ibibio3.mov	ibb	11/12/2012 10:14
1	icelandic	reykjavik	iceland	21	male	11	academic	icelandic1.mov	isl	4/14/2006 12:28
2	icelandic	akranes	iceland	43	female	12	academic	icelandic2.mov	isl	4/5/2007 14:44
3	icelandic	reykjavik	iceland	36	female	20	naturalistic	icelandic3.mov	isl	12/6/2007 11:34
1	ife	lome	togo	30	male	12	academic	ife1.mov	ife	11/15/2013 9:01
1	igbo	imo state	nigeria	23	female	12	academic	igbo1.mov	ibo	6/15/2005 22:15
2	igbo	kafanchan	nigeria	65	male	14	academic	igbo2.mov	ibo	
3	igbo	lagos	nigeria	35	male	5	academic	igbo3.mov	ibo	2/2/2009 16:55
1	indonesian	jakarta	indonesia	31	male	13	academic	indonesian1.mov	ind	9/10/2013 23:05
2	indonesian	jakarta	indonesia	18	male	13	academic	indonesian2.mov	ind	9/10/2013 22:58
3	indonesian	jakarta	indonesia	32	female	13	academic	indonesian3.mov	ind	9/10/2013 22:58
4	indonesian	jakarta	indonesia	30	female	10	academic	indonesian4.mov	ind	9/10/2013 22:59
5	indonesian	jakarta	indonesia	29	male	7	academic	indonesian5.mov	ind	9/10/2013 22:59
6	indonesian	jakarta	indonesia	20	male	8	academic	indonesian6.mov	ind	9/10/2013 22:59
7	indonesian	kediri	indonesia	45	female	12	academic	indonesian7.mov	ind	8/2/2011 10:25
8	indonesian	jakarta	indonesia	32	male	14	academic	indonesian8.mov	ind	11/28/2013 10:24
1	irish	dublin	ireland	28	male	3	naturalistic	irish1.mov	gle	7/12/2013 21:09
1	italian	carbonia	italy	29	female	22	academic	italian1.mov	ita	6/15/2005 17:09
2	italian	caltanissetta	italy	46	male	18	academic	italian2.mov	ita	6/15/2005 17:09
3	italian	florence	italy	55	male	21	academic	italian3.mov	ita	6/15/2005 17:09
4	italian	cremona	italy	47	female	11	academic	italian4.mov	ita	6/15/2005 17:09
5	italian	vicenza	italy	52	male	25	academic	italian5.mov	ita	9/15/2005 15:30
6	italian	naples	italy	32	female	15	academic	italian6.mov	ita	3/30/2006 11:20
7	italian	naples	italy	24	male	8	academic	italian7.mov	ita	10/5/2006 12:23
8	italian	bari	italy	43	male	10	academic	italian8.mov	ita	
9	italian	turin	italy	18	male	8	academic	italian9.mov	ita	2/6/2007 10:18
10	italian	palermo	italy	48	male	12	academic	italian10.mov	ita	2/6/2007 10:18
11	italian	cagliari	italy	30	male	18	academic	italian11.mov	ita	2/21/2008 12:26
12	italian	bellinzona	switzerland	38	female	14	academic	italian12.mov	ita	
13	italian	enna	italy	20	male	8	academic	italian13.mov	ita	7/30/2007 12:46
14	italian	cosenza	italy	20	male	8	academic	italian14.mov	ita	11/5/2007 10:45
15	italian	forli	italy	48	male	15	academic	italian15.mov	ita	2/21/2008 12:26
16	italian	mantua	italy	40	male	14	academic	italian16.mov	ita	9/8/2008 14:50
17	italian	turin	italy	28	male	14	naturalistic	italian17.mov	ita	11/6/2008 22:14
18	italian	grugliasco	italy	20	male	8	academic	italian18.mov	ita	2/9/2009 17:12
19	italian	rome	italy	19	male	11	academic	italian19.mov	ita	4/13/2009 13:24
20	italian	naples	italy	32	male	15	academic	italian20.mov	ita	5/4/2009 16:18
21	italian	trento	italy	42	male	20	academic	italian21.mov	ita	5/4/2009 16:20
22	italian	teramo	italy	23	male	6	academic	italian22.mov	ita	5/4/2011 20:27
23	italian	cuneo	italy	34	female	14	academic	italian23.mov	ita	5/27/2011 10:43
24	italian	milan	italy	23	female	6	academic	italian24.mov	ita	5/27/2011 10:44
25	italian	wiesbaden	germany	40	male	3.5	naturalistic	italian25.mov	ita	5/27/2011 10:44
26	italian	siracusa	italy	49	male	11	academic	italian26.mov	ita	4/7/2013 13:03
27	italian	milan	italy	33	female	10	academic	italian27.mov	ita	4/7/2013 13:04
28	italian	rome	italy	25	male	6	academic	italian28.mov	ita	10/20/2012 21:27
29	italian	trieste	italy	21	female	8	academic	italian29.mov	ita	11/1/2012 23:13
30	italian	bologna	italy	23	male	11	academic	italian30.mov	ita	
1	japanese	tokyo	japan	25	female	12	academic	japanese1.mov	jpn	6/15/2005 17:09
2	japanese	tokyo	japan	27	female	12	academic	japanese2.mov	jpn	6/15/2005 17:09
3	japanese	kofu	japan	49	female	12	academic	japanese3.mov	jpn	6/15/2005 17:09
4	japanese	tokyo	japan	20	male	15	academic	japanese4.mov	jpn	6/15/2005 17:09
5	japanese	chiba	japan	25	female	12	academic	japanese5.mov	jpn	6/15/2005 17:09
6	japanese	kawasaki	japan	30	female	10	academic	japanese6.mov	jpn	6/15/2005 17:09
7	japanese	osaka	japan	18	male	12	academic	japanese7.mov	jpn	6/15/2005 17:09
8	japanese	tokyo	japan	25	male	12	academic	japanese8.mov	jpn	12/5/2005 10:56
9	japanese	yokohama	japan	24	male	13	academic	japanese9.mov	jpn	6/13/2006 14:10
10	japanese	hakodate	japan	26	female	12	academic	japanese10.mov	jpn	3/31/2008 13:14
11	japanese	toyama	japan	29	female	13	academic	japanese11.mov	jpn	2/9/2009 17:11
12	japanese	tokyo	japan	36	male	12	academic	japanese12.mov	jpn	4/15/2011 17:23
13	japanese	gunma	japan	28	male	11	academic	japanese13.mov	jpn	4/7/2011 15:35
14	japanese	akashi	japan	37	female	12	academic	japanese14.mov	jpn	4/22/2011 17:33
15	japanese	osaka	japan	45	male	12	academic	japanese15.mov	jpn	8/6/2011 21:42
16	japanese	clark field	philippines	25	female	3	naturalistic	japanese16.mov	jpn	10/29/2011 17:21
17	japanese	nara	japan	44	female	13	academic	japanese17.mov	jpn	4/14/2012 20:28
18	japanese	kyoto	japan	52	female	13	academic	japanese18.mov	jpn	4/2/2013 16:01
19	japanese	naha	japan	57	female	13	academic	japanese19.mov	jpn	10/25/2012 22:52
20	japanese	yokosuka	japan	21	male	14	academic	japanese20.mov	jpn	11/17/2013 16:59
21	japanese	tokyo	japan	53	female	13	academic	japanese21.mov	jpn	11/18/2013 21:13
1	jola	ziguinchor	senegal	34	male	16	academic	jola1.mov	dyo	12/3/2007 10:35
1	kabyle	algiers	algeria	26	female	12	academic	kabyle1.mov	kab	2/18/2011 18:37
1	kalanga	francistown	botswana	30	male	9	academic	kalanga1.mov	kck	2/18/2011 18:35
1	kambaata	hosanna	ethiopia	36	male	9	academic	kambaata1.mov	ktb	10/14/2008 12:24
2	kambaata	durame	ethiopia	51	male	7	academic	kambaata2.mov	ktb	3/24/2009 0:23
3	kambaata	hosanna	ethiopia	54	male	8	academic	kambaata3.mov	ktb	2/19/2009 16:43
1	kannada	bangalore	india	26	female	5	academic	kannada1.mov	kan	6/15/2005 17:09
1	kanuri	kaduna	nigeria	48	female	6	academic	kanuri1.mov	knc	2/9/2009 17:11
1	kazakh	semey	kazakhstan	18	male	9	academic	kazakh1.mov	kaz	8/10/2005 13:22
2	kazakh	almaty	kazakhstan	22	male	6	academic	kazakh2.mov	kaz	2/18/2011 18:36
3	kazakh	almaty	kazakhstan	49	female	30	naturalistic	kazakh3.mov	kaz	8/1/2013 23:33
1	khmer	phnom penh	cambodia	21	female	16	academic	khmer1.mov	khm	6/15/2005 17:09
2	khmer	phnom penh	cambodia	19	male	16	academic	khmer2.mov	khm	8/11/2005 15:36
3	khmer	baling	cambodia	46	male	25	academic	khmer3.mov	khm	8/11/2005 15:36
4	khmer	phnom penh	cambodia	31	male	16	academic	khmer4.mov	khm	3/1/2009 10:58
5	khmer	kampong speu	cambodia	47	male	25	academic	khmer5.mov	khm	4/14/2012 16:57
6	khmer	auburn	australia	20	female	4	naturalistic	khmer6.mov	khm	8/10/2012 8:14
1	kikongo	new orleans	usa	19	male	16	academic	kikongo1.mov	kwy	12/6/2005 15:06
2	kikongo	kimulaza	angola	56	male	28	academic	kikongo2.mov	kwy	2/16/2009 13:24
1	kikuyu	nairobi	kenya	48	male	5	academic	kikuyu1.mov	kik	12/6/2005 15:22
2	kikuyu	kerugoya	kenya	50	male	7	academic	kikuyu2.mov	kik	2/23/2011 9:39
3	kikuyu	nairobi	kenya	45	female	5	academic	kikuyu3.mov	kik	2/23/2011 9:39
4	kikuyu	nairobi	kenya	23	female	4	naturalistic	kikuyu4.mov	kik	10/22/2013 8:07
1	kirghiz	bishkek	kyrgyzstan	32	female	28	academic	kirghiz1.mov	kir	8/29/2005 9:40
1	kiswahili	dar-es-salaam	tanzania	22	male	6	academic	kiswahili1.mov	swh	6/15/2005 17:09
2	kiswahili	kigoma	tanzania	28	male	16	academic	kiswahili2.mov	swh	6/15/2005 17:09
3	kiswahili	nairobi	kenya	29	male	6	academic	kiswahili3.mov	swh	6/15/2005 17:09
4	kiswahili	goma	democratic republic of congo	36	male	34	academic	kiswahili4.mov	swh	6/15/2005 17:09
5	kiswahili	tanga	tanzania	56	female	4	naturalistic	kiswahili5.mov	swh	
6	kiswahili	dar-es-salaam	tanzania	32	female	8	academic	kiswahili6.mov	swh	2/9/2009 23:24
7	kiswahili	dar-es-salaam	tanzania	52	female	5	academic	kiswahili7.mov	swh	
8	kiswahili	nyeri	kenya	42	female	3	naturalistic	kiswahili8.mov	swh	2/2/2009 16:56
9	kiswahili	tanga	tanzania	50	male	13	academic	kiswahili9.mov	swh	4/22/2011 17:34
1	konkani	hyderabad	india	38	female	6	academic	konkani1.mov	gom	9/26/2005 9:40
1	korean	ui jong bu	south korea	29	male	13	academic	korean1.mov	kor	6/15/2005 17:09
2	korean	taegu	south korea	23	female	14	academic	korean2.mov	kor	6/15/2005 17:09
3	korean	seoul	south korea	19	female	17	academic	korean3.mov	kor	6/15/2005 17:09
4	korean	seoul	south korea	29	female	15	academic	korean4.mov	kor	6/15/2005 17:09
5	korean	seoul	south korea	50	female	12	academic	korean5.mov	kor	6/15/2005 17:09
6	korean	sunchun	south korea	21	female	12	academic	korean6.mov	kor	6/15/2005 17:09
7	korean	seoul	south korea	32	male	10	academic	korean7.mov	kor	6/15/2005 17:09
8	korean	seoul	south korea	39	female	13	academic	korean8.mov	kor	9/30/2005 14:32
9	korean	taejon	south korea	34	male	12	academic	korean9.mov	kor	4/19/2006 9:48
10	korean	kwangju	south korea	34	male	13	academic	korean10.mov	kor	4/19/2006 9:48
11	korean	seoul	south korea	26	male	14	academic	korean11.mov	kor	9/14/2006 15:27
12	korean	sokcho	south korea	31	male	31	academic	korean12.mov	kor	4/15/2009 13:10
13	korean	pusan	south korea	50	female	12	academic	korean13.mov	kor	2/13/2008 12:50
14	korean	kota kinabalu	malaysia	22	female	8	academic	korean14.mov	kor	8/14/2008 20:11
15	korean	pusan	south korea	42	male	40	academic	korean15.mov	kor	3/23/2009 18:38
16	korean	nonsan	south korea	30	female	13	academic	korean16.mov	kor	3/23/2009 18:39
17	korean	cheju-do	south korea	21	male	8	academic	korean17.mov	kor	3/23/2009 18:39
18	korean	seoul	south korea	25	male	7	academic	korean18.mov	kor	5/1/2009 11:04
19	korean	seoul	south korea	21	female	14	academic	korean19.mov	kor	5/1/2009 11:04
20	korean	inchon	south korea	58	female	13	academic	korean20.mov	kor	5/4/2009 16:18
21	korean	ulsan	south korea	21	male	12	academic	korean21.mov	kor	6/3/2009 11:20
22	korean	inchon	south korea	19	female	8	academic	korean22.mov	kor	4/27/2011 21:45
23	korean	seoul	south korea	49	female	12	academic	korean23.mov	kor	5/12/2011 14:03
24	korean	seoul	south korea	42	male	13	academic	korean24.mov	kor	5/27/2011 10:46
25	korean	anseong	south korea	34	female	12	academic	korean25.mov	kor	5/27/2011 10:46
26	korean	seoul	south korea	23	male	21	academic	korean26.mov	kor	8/1/2011 10:58
27	korean	haenam	south korea	51	male	14	academic	korean27.mov	kor	4/19/2012 9:39
28	korean	seoul	south korea	62	female	13	academic	korean28.mov	kor	7/16/2012 21:02
29	korean	masan	south korea	19	female	8	naturalistic	korean29.mov	kor	11/5/2012 20:39
30	korean	seoul	south korea	49	female	14	academic	korean30.mov	kor	11/12/2012 10:10
31	korean	seoul	south korea	18	female	7	academic	korean31.mov	kor	11/17/2012 14:35
32	korean	seoul	south korea	35	female	28	naturalistic	korean32.mov	kor	12/1/2012 21:39
33	korean	seongnam	south korea	30	female	13	academic	korean33.mov	kor	2/1/2013 20:09
34	korean	seoul	south korea	20	female	11	academic	korean34.mov	kor	11/12/2013 0:01
35	korean	kwangju	south korea	48	male	12	academic	korean35.mov	kor	11/12/2013 0:03
36	korean	taegu	south korea	51	female	12	academic	korean36.mov	kor	11/17/2013 21:26
37	korean	seoul	south korea	27	female	14	academic	korean37.mov	kor	11/18/2013 21:04
38	korean	inchon	south korea	25	male	10	academic	korean38.mov	kor	11/18/2013 21:35
39	korean	pusan	south korea	55	male	14	academic	korean39.mov	kor	11/25/2013 8:43
1	krio	freetown	sierra leone	46	female	5	academic	krio1.mov	kri	6/15/2005 17:09
2	krio	freetown	sierra leone	26	male	5	naturalistic	krio2.mov	kri	8/11/2005 15:47
3	krio	freetown	sierra leone	21	female	5	naturalistic	krio3.mov	kri	3/13/2009 0:27
4	krio	freetown	sierra leone	48	female	7	academic	krio4.mov	kri	3/28/2009 21:58
5	krio	freetown	sierra leone	36	male	6	naturalistic	krio5.mov	kri	6/3/2009 11:20
1	kru	margibi	liberia	52	female	4	naturalistic	kru1.mov	klu	8/1/2013 23:32
1	kurdish	arbil	iraq	24	male	15	academic	kurdish1.mov	ckb	6/15/2005 17:09
2	kurdish	hawler	iraq	50	male	10	academic	kurdish2.mov	ckb	3/2/2009 16:33
3	kurdish	sulaymaniyah	iraq	33	female	12	academic	kurdish3.mov	ckb	3/2/2009 16:33
4	kurdish	kirkuk	iraq	30	male	9	academic	kurdish4.mov	ckb	3/22/2009 11:59
5	kurdish	sulaymaniyah	iraq	32	male	11	academic	kurdish5.mov	kmr	8/6/2009 14:00
6	kurdish	sulaymaniyah	iraq	57	female	11	academic	kurdish6.mov	kmr	3/24/2011 9:24
7	kurdish	sanandaj	iran	29	male	13	academic	kurdish7.mov	sdh	3/17/2011 9:52
8	kurdish	sulaymaniyah	iraq	55	female	39	naturalistic	kurdish8.mov	kmr	2/28/2013 15:22
9	kurdish	sulaymaniyah	iraq	57	male	40	naturalistic	kurdish9.mov	kmr	7/21/2013 18:35
10	kurdish	sulaymaniyah	iraq	37	male	30	naturalistic	kurdish10.mov	kmr	7/21/2013 18:37
1	lamaholot	leworook	indonesia	30	male	13	academic	lamaholot1.mov	slp	6/15/2005 17:09
1	lamotrekese	lamotrek island	federated states of micronesia	38	male	14	academic	lamotrekese1.mov	woe	9/26/2005 9:39
1	lao	savannakhet	laos	19	female	12	academic	lao1.mov	lao	6/15/2005 17:09
2	lao	vientiane		25	female	21	academic	lao2.mov	lao	9/12/2005 9:28
1	latvian	riga	latvia	24	female	13	academic	latvian1.mov	lav	6/15/2005 17:09
2	latvian	riga	latvia	70	female	11	naturalistic	latvian2.mov	lav	3/13/2009 0:26
3	latvian	riga	latvia	19	female	5	academic	latvian3.mov	lav	11/18/2013 21:09
1	liberian pidgin english	monrovia	liberia	28	female	14	naturalistic	liberianpidginenglish1.mov	lir	7/31/2013 13:24
1	lingala	kinshasa	democratic republic of congo	37	male	30	naturalistic	lingala1.mov	lin	2/23/2011 9:40
1	lithuanian	klaipeda	lithuania	27	female	24	naturalistic	lithuanian1.mov	lit	6/15/2005 17:09
2	lithuanian	vilnius	lithuania	34	female	32	academic	lithuanian2.mov	lit	12/6/2005 15:22
3	lithuanian	kaunas	lithuania	22	female	8	academic	lithuanian3.mov	lit	10/19/2006 13:27
4	lithuanian	klaipeda	lithuania	23	female	12	academic	lithuanian4.mov	lit	2/21/2008 12:26
5	lithuanian	klaipeda	lithuania	24	female	9	academic	lithuanian5.mov	lit	3/24/2011 9:24
6	lithuanian	visaginas	lithuania	21	female	10	academic	lithuanian6.mov	lit	4/22/2011 10:16
1	luo	siaya	kenya	42	male	12	academic	luo1.mov	luo	6/15/2005 17:09
2	luo	maseno	kenya	33	female	5	academic	luo2.mov	luo	3/6/2006 10:07
1	luxembourgeois	luxembourg	luxembourg	54	female	12	academic	luxembourgeois1.mov	ltz	2/23/2011 9:40
1	macedonian	ohrid	macedonia	19	male	11	academic	macedonian1.mov	mkd	6/15/2005 17:09
2	macedonian	stip	macedonia	24	male	15	academic	macedonian2.mov	mkd	5/5/2008 10:12
3	macedonian	stip	macedonia	24	male	11	academic	macedonian3.mov	mkd	9/3/2008 12:54
4	macedonian	stip	macedonia	21	male	11	academic	macedonian4.mov	mkd	9/3/2008 12:54
5	macedonian	skopje	macedonia	19	female	11	naturalistic	macedonian5.mov	mkd	4/10/2012 8:05
6	macedonian	skopje	macedonia	19	male	9	academic	macedonian6.mov	mkd	4/10/2012 8:07
7	macedonian	skopje	macedonia	19	female	10	academic	macedonian7.mov	mkd	4/10/2012 8:10
8	macedonian	skopje	macedonia	20	male	8	academic	macedonian8.mov	mkd	4/10/2012 8:52
9	macedonian	skopje	macedonia	19	female	10	academic	macedonian9.mov	mkd	4/10/2012 8:54
10	macedonian	skopje	macedonia	20	female	10	academic	macedonian10.mov	mkd	4/10/2012 8:58
11	macedonian	skopje	macedonia	20	female	8	academic	macedonian11.mov	mkd	4/10/2012 9:04
12	macedonian	skopje	macedonia	20	female	10	academic	macedonian12.mov	mkd	4/10/2012 9:06
13	macedonian	skopje	macedonia	20	female	8	academic	macedonian13.mov	mkd	4/10/2012 9:09
14	macedonian	skopje	macedonia	20	female	9	academic	macedonian14.mov	mkd	4/10/2012 9:11
15	macedonian	skopje	macedonia	20	female	10	academic	macedonian15.mov	mkd	4/10/2012 9:14
16	macedonian	skopje	macedonia	20	female	5	academic	macedonian16.mov	mkd	4/10/2012 9:20
17	macedonian	skopje	macedonia	24	male	6	academic	macedonian17.mov	mkd	4/10/2012 9:22
18	macedonian	skopje	macedonia	20	female	5	academic	macedonian18.mov	mkd	4/14/2012 11:42
19	macedonian	skopje	macedonia	22	male	10	naturalistic	macedonian19.mov	mkd	4/14/2012 11:43
20	macedonian	skopje	macedonia	19	female	10	academic	macedonian20.mov	mkd	4/14/2012 11:46
21	macedonian	skopje	macedonia	19	female	12	academic	macedonian21.mov	mkd	4/14/2012 11:48
22	macedonian	skopje	macedonia	21	female	8	academic	macedonian22.mov	mkd	4/14/2012 11:50
23	macedonian	skopje	macedonia	20	female	11	academic	macedonian23.mov	mkd	4/14/2012 11:51
24	macedonian	skopje	macedonia	20	female	7	academic	macedonian24.mov	mkd	4/14/2012 11:53
25	macedonian	skopje	macedonia	20	female	9	academic	macedonian25.mov	mkd	4/14/2012 11:55
1	malagasy	antananarivo	madagascar	44	male	20	academic	malagasy1.mov	plt	12/6/2010 15:34
1	malay	kuala lumpur	malaysia	28	female	3	academic	malay1.mov	zlm	8/12/2012 16:56
2	malay	kuching	malaysia	22	male	5	naturalistic	malay2.mov	zlm	3/4/2011 16:21
3	malay	seremban	malaysia	43	female	6	academic	malay3.mov	zlm	8/1/2011 14:30
4	malay	kuala lumpur	malaysia	21	female	8	academic	malay4.mov	zlm	8/12/2012 16:57
