recording_num	first_language	origin_city	origin_country	Age	Gender	Experience	classification	file_name	language_symbol	date_added
7	english	macon	usa	52	male	0	naturalistic	english7.mov	eng	6/15/2005 17:09
8	english	perth	australia	21	female	0	naturalistic	english8.mov	eng	6/15/2005 17:09
9	english	carthage	usa	48	female	0	naturalistic	english9.mov	eng	6/15/2005 17:09
10	english	davenport	usa	35	female	0	naturalistic	english10.mov	eng	6/15/2005 17:09
11	english	staffordshire	uk	35	female	0	naturalistic	english11.mov	eng	6/15/2005 17:09
12	english	leicester	uk	71	female	0	naturalistic	english12.mov	eng	6/15/2005 17:09
13	english	henley on thames	uk	69	male	0	naturalistic	english13.mov	eng	6/15/2005 17:09
14	english	belfast	uk	40	male	0	naturalistic	english14.mov	eng	10/20/2005 11:43
15	english	norton	usa	7	female	0	naturalistic	english15.mov	eng	6/15/2005 17:09
16	english	wise	usa	21	male	0	naturalistic	english16.mov	eng	6/15/2005 17:09
17	english	darwin va	usa	79	male	0	naturalistic	english17.mov	eng	6/15/2005 17:09
18	english	dickenson county	usa	39	female	0	naturalistic	english18.mov	eng	6/15/2005 17:09
19	english	louisville	usa	53	male	0	naturalistic	english19.mov	eng	6/15/2005 17:09
20	english	mt. holly	usa	27	female	0	naturalistic	english20.mov	eng	6/15/2005 17:09
21	english	boston	usa	37	female	0	naturalistic	english21.mov	eng	6/15/2005 17:09
22	english	panama city	panama	25	female	0	naturalistic	english22.mov	eng	6/15/2005 17:09
23	english	englewood	usa	43	male	0	naturalistic	english23.mov	eng	6/15/2005 17:09
24	english	glasgow	uk	37	male	0	naturalistic	english24.mov	eng	10/20/2005 11:40
25	english	atlanta	usa	57	male	0	naturalistic	english25.mov	eng	6/15/2005 17:09
26	english	smith island	usa	71	male	0	naturalistic	english26.mov	eng	6/15/2005 17:09
27	english	smith island	usa	37	female	0	naturalistic	english27.mov	eng	6/15/2005 17:09
28	english	toronto	canada	54	male	0	naturalistic	english28.mov	eng	6/15/2005 17:09
29	english	lindsay	canada	54	female	0	naturalistic	english29.mov	eng	6/15/2005 17:09
30	english	st. mary's	canada	30	female	0	naturalistic	english30.mov	eng	6/15/2005 17:09
31	english	st. augustine	trinidad	31	female	0	naturalistic	english31.mov	eng	6/15/2005 17:09
32	english	fresno	usa	50	female	0	naturalistic	english32.mov	eng	6/15/2005 17:09
33	english	san diego	usa	21	male	0	naturalistic	english33.mov	eng	6/15/2005 17:09
34	english	ronkonkoma	usa	18	female	0	naturalistic	english34.mov	eng	6/15/2005 17:09
35	english	milwaukee	usa	60	female	0	naturalistic	english35.mov	eng	6/15/2005 17:09
36	english	arcadia	usa	60	male	0	naturalistic	english36.mov	eng	6/15/2005 17:09
37	english	yole	india	28	female	0	naturalistic	english37.mov	eng	6/15/2005 17:09
38	english	littlehampton	uk	27	male	0	naturalistic	english38.mov	eng	6/15/2005 17:09
39	english	new orleans	usa	59	female	0	naturalistic	english39.mov	eng	6/15/2005 17:09
40	english	dudley	uk	53	male	0	naturalistic	english40.mov	eng	6/15/2005 17:09
41	english	wellington	new zealand	44	male	0	naturalistic	english41.mov	eng	6/15/2005 17:09
42	english	nigel	south africa	65	male	0	naturalistic	english42.mov	eng	6/15/2005 17:09
43	english	vancouver	canada	47	male	0	naturalistic	english43.mov	eng	6/15/2005 17:09
44	english	winston salem	usa	63	female	0	naturalistic	english44.mov	eng	6/15/2005 17:09
45	english	pine bluff	usa	52	male	0	naturalistic	english45.mov	eng	6/15/2005 17:09
46	english	creswell	usa	73	male	0	naturalistic	english46.mov	eng	6/15/2005 17:09
47	english	plantersville	usa	76	female	0	naturalistic	english47.mov	eng	6/15/2005 17:09
48	english	port moresby	papua new guinea	26	male	0	naturalistic	english48.mov	eng	6/15/2005 17:09
49	english	castro valley	usa	43	male	0	naturalistic	english49.mov	eng	6/15/2005 17:09
50	english	baltic	usa	29	female	0	naturalistic	english50.mov	eng	6/15/2005 17:09
51	english	detroit	usa	67	male	0	naturalistic	english51.mov	eng	6/15/2005 17:09
52	english	calgary	canada	20	male	0	naturalistic	english52.mov	eng	6/15/2005 17:09
53	english	syracuse	usa	63	male	0	naturalistic	english53.mov	eng	6/15/2005 17:09
54	english	new albany	usa	40	female	0	naturalistic	english54.mov	eng	6/15/2005 17:09
55	english	st. louis	usa	53	female	0	naturalistic	english55.mov	eng	11/16/2006 14:02
56	english	londonderry	uk	20	male	0	naturalistic	english56.mov	eng	10/20/2005 11:43
57	english	birmingham 1	uk	34	male	0	naturalistic	english57.mov	eng	10/20/2005 15:43
58	english	southhampton	uk	46	female	0	naturalistic	english58.mov	eng	10/20/2005 15:43
59	english	columbus	usa	30	male	0	naturalistic	english59.mov	eng	9/22/2008 15:58
60	english	chesapeake	usa	18	male	0	naturalistic	english60.mov	eng	10/27/2005 14:12
61	english	toronto	canada	19	male	0	naturalistic	english61.mov	eng	11/3/2005 13:16
62	english	west jordan	usa	30	male	0	naturalistic	english62.mov	eng	11/3/2005 13:16
63	english	lewisville	usa	21	male	0	naturalistic	english63.mov	eng	11/10/2005 11:58
64	english	montreal	canada	25	female	0	naturalistic	english64.mov	eng	11/10/2005 11:58
65	english	lewistown	usa	47	male	0	naturalistic	english65.mov	eng	11/17/2005 10:45
66	english	baltimore	usa	19	male	0	naturalistic	english66.mov	eng	11/17/2005 10:45
67	english	princeton	usa	37	male	0	naturalistic	english67.mov	eng	11/17/2005 10:45
68	english	new york	usa	52	male	0	naturalistic	english68.mov	eng	12/1/2005 11:44
69	english	adelaide	australia	23	male	0	naturalistic	english69.mov	eng	12/1/2005 11:44
70	english	beaumont	usa	21	male	0	naturalistic	english70.mov	eng	12/1/2005 11:44
71	english	west covina	usa	20	male	0	naturalistic	english71.mov	eng	12/8/2005 12:17
72	english	kilkenny	ireland	31	male	0	naturalistic	english72.mov	eng	12/8/2005 12:17
73	english	darwin	australia	24	male	0	naturalistic	english73.mov	eng	12/19/2005 11:37
74	english	wichita	usa	21	male	0	naturalistic	english74.mov	eng	12/19/2005 11:37
75	english	idaho falls	usa	32	male	0	naturalistic	english75.mov	eng	3/3/2006 12:24
76	english	boston	usa	18	female	0	naturalistic	english76.mov	eng	3/3/2006 12:24
77	english	melbourne	australia	26	male	0	naturalistic	english77.mov	eng	3/3/2006 12:24
78	english	caribou	usa	20	female	0	naturalistic	english78.mov	eng	3/3/2006 12:24
79	english	boston	usa	73	male	0	naturalistic	english79.mov	eng	3/3/2006 12:24
80	english	glasgow	uk	34	male	0	naturalistic	english80.mov	eng	3/3/2006 12:24
81	english	st. paul	usa	30	male	0	naturalistic	english81.mov	eng	3/3/2006 12:24
82	english	chicago	usa	50	female	0	naturalistic	english82.mov	eng	3/3/2006 12:24
83	english	winnfield	usa	42	female	0	naturalistic	english83.mov	eng	3/9/2006 9:59
84	english	sydney	australia	45	male	0	naturalistic	english84.mov	eng	3/9/2006 9:59
85	english	strabane	uk	31	male	0	naturalistic	english85.mov	eng	3/20/2006 10:22
86	english	charleston	usa	50	male	0	naturalistic	english86.mov	eng	3/20/2006 10:22
87	english	tamworth	australia	18	female	0	naturalistic	english87.mov	eng	3/22/2006 10:26
88	english	grand rapids	usa	18	male	0	naturalistic	english88.mov	eng	3/22/2006 10:26
89	english	kingston ma	usa	18	male	0	naturalistic	english89.mov	eng	3/27/2006 10:26
90	english	pittsburgh	usa	53	male	0	naturalistic	english90.mov	eng	3/27/2006 10:26
91	english	kingston	jamaica	23	male	0	naturalistic	english91.mov	eng	7/1/2005 9:54
92	english	wisconsin rapids	usa	22	female	0	naturalistic	english92.mov	eng	7/1/2005 9:54
93	english	mamou	usa	22	female	0	naturalistic	english93.mov	eng	4/19/2006 9:47
94	english	pensacola	usa	55	female	0	naturalistic	english94.mov	eng	4/19/2006 9:47
95	english	mishawaka	usa	18	male	0	naturalistic	english95.mov	eng	4/19/2006 9:47
96	english	point pleasant	usa	31	male	0	naturalistic	english96.mov	eng	6/13/2006 14:09
97	english	wilmington nc	usa	42	male	0	naturalistic	english97.mov	eng	4/16/2008 10:02
98	english	spokane	usa	22	male	0	naturalistic	english98.mov	eng	4/16/2008 10:02
99	english	pittsburgh	usa	52	female	0	naturalistic	english99.mov	eng	4/16/2008 10:02
100	english	miami	usa	23	female	0	naturalistic	english100.mov	eng	4/16/2008 10:02
101	english	toronto	canada	18	female	0	naturalistic	english101.mov	eng	4/23/2008 11:20
102	english	torrington	usa	22	male	0	naturalistic	english102.mov	eng	4/23/2008 11:20
103	english	staten island	usa	21	male	0	naturalistic	english103.mov	eng	4/23/2008 11:20
104	english	youngstown	usa	18	female	0	naturalistic	english104.mov	eng	5/5/2008 10:11
105	english	windsor	canada	57	male	0	naturalistic	english105.mov	eng	5/5/2008 10:12
106	english	los angeles	usa	39	female	0	naturalistic	english106.mov	eng	5/5/2008 10:12
107	english	chicago	usa	19	male	0	naturalistic	english107.mov	eng	5/5/2008 10:12
108	english	strabane	uk	21	male	0	naturalistic	english108.mov	eng	5/5/2008 10:12
109	english	concord	usa	26	female	0	naturalistic	english109.mov	eng	5/5/2008 10:12
110	english	great yarmouth	uk	21	male	0	naturalistic	english110.mov	eng	8/14/2008 20:14
111	english	bombay	india	21	male	0	naturalistic	english111.mov	eng	8/14/2008 20:15
112	english	st. thomas	us virgin islands	21	male	0	naturalistic	english112.mov	eng	8/14/2008 20:15
113	english	wrexham	uk	31	male	0	naturalistic	english113.mov	eng	8/14/2008 20:16
114	english	birmingham 2	usa	38	female	0	naturalistic	english114.mov	eng	8/14/2008 20:16
115	english	st. albans	uk	31	male	0	naturalistic	english115.mov	eng	8/14/2008 20:16
116	english	atlanta	usa	56	male	0	naturalistic	english116.mov	eng	9/8/2008 14:51
117	english	elmore	usa	60	female	0	naturalistic	english117.mov	eng	9/15/2008 12:53
118	english	akron	usa	19	male	0	naturalistic	english118.mov	eng	9/15/2008 12:54
119	english	saskatoon	canada	32	female	0	naturalistic	english119.mov	eng	9/15/2008 12:55
120	english	saskatoon	canada	65	male	0	naturalistic	english120.mov	eng	9/22/2008 10:08
121	english	waconia	usa	21	male	0	naturalistic	english121.mov	eng	10/14/2008 12:23
122	english	kuala lumpur	malaysia	20	female	0	naturalistic	english122.mov	eng	10/20/2008 13:53
123	english	riverside	usa	28	female	0	naturalistic	english123.mov	eng	10/20/2008 13:53
124	english	brooklyn	usa	38	male	0	naturalistic	english124.mov	eng	10/20/2008 13:54
125	english	st. george	australia	28	male	0	naturalistic	english125.mov	eng	10/20/2008 13:54
126	english	cincinnati	usa	34	female	0	naturalistic	english126.mov	eng	3/13/2009 0:29
127	english	new britain	usa	39	male	0	naturalistic	english127.mov	eng	3/13/2009 0:30
128	english	miami	usa	20	female	0	naturalistic	english128.mov	eng	3/13/2009 0:30
129	english	blackpool	uk	25	male	0	naturalistic	english129.mov	eng	3/28/2009 21:55
130	english	port elizabeth	south africa	32	male	0	naturalistic	english130.mov	eng	3/28/2009 21:56
131	english	west palm beach	usa	23	male	0	naturalistic	english131.mov	eng	4/8/2009 0:17
132	english	toronto	canada	18	female	0	naturalistic	english132.mov	eng	4/8/2009 0:18
133	english	norwich	usa	36	female	0	naturalistic	english133.mov	eng	4/8/2009 0:18
134	english	belfast	uk	22	female	0	naturalistic	english134.mov	eng	4/8/2009 0:19
135	english	orange beach	usa	22	male	0	naturalistic	english135.mov	eng	4/8/2009 0:19
136	english	calgary	canada	25	male	0	naturalistic	english136.mov	eng	4/8/2009 0:20
137	english	charleston	usa	26	male	0	naturalistic	english137.mov	eng	10/19/2009 22:14
138	english	palmer	usa	25	female	0	naturalistic	english138.mov	eng	4/13/2009 13:24
139	english	providence	usa	20	male	0	naturalistic	english139.mov	eng	4/13/2009 13:25
140	english	quezon city	philippines	43	male	0	naturalistic	english140.mov	eng	4/13/2009 13:25
141	english	york	uk	19	male	0	naturalistic	english141.mov	eng	5/1/2009 11:09
142	english	avon	usa	19	male	0	naturalistic	english142.mov	eng	5/1/2009 11:10
143	english	minneapolis	usa	42	male	0	naturalistic	english143.mov	eng	5/4/2009 16:17
144	english	barneys river	canada	24	male	0	naturalistic	english144.mov	eng	6/2/2009 19:57
145	english	bury st. edmunds	uk	18	male	0	naturalistic	english145.mov	eng	6/2/2009 19:58
146	english	blytheville	usa	22	male	0	naturalistic	english146.mov	eng	6/3/2009 11:38
147	english	merced	usa	40	female	0	naturalistic	english147.mov	eng	6/3/2009 11:38
148	english	sydney	australia	31	male	0	naturalistic	english148.mov	eng	6/3/2009 11:39
149	english	lawrenceville	usa	18	male	0	naturalistic	english149.mov	eng	6/3/2009 12:14
150	english	brownsville	usa	31	male	0	naturalistic	english150.mov	eng	6/3/2009 12:15
151	english	baltimore	usa	18	male	0	naturalistic	english151.mov	eng	6/4/2009 10:12
152	english	adelaide	australia	18	male	0	naturalistic	english152.mov	eng	6/4/2009 10:12
153	english	brisbane	australia	35	male	0	naturalistic	english153.mov	eng	6/4/2009 10:13
154	english	glace bay	canada	28	male	0	naturalistic	english154.mov	eng	6/4/2009 10:13
155	english	oakland	usa	35	male	0	naturalistic	english155.mov	eng	6/4/2009 10:13
156	english	dublin	ireland	33	male	0	naturalistic	english156.mov	eng	6/4/2009 10:13
157	english	fort worth	usa	35	male	0	naturalistic	english157.mov	eng	6/4/2009 10:14
158	english	washington	usa	18	female	0	naturalistic	english158.mov	eng	6/4/2009 10:14
159	english	ottawa	canada	18	male	0	naturalistic	english159.mov	eng	6/4/2009 10:14
160	english	redwood falls	usa	21	female	0	naturalistic	english160.mov	eng	6/4/2009 10:15
161	english	wakefield	usa	75	female	0	naturalistic	english161.mov	eng	6/4/2009 10:15
162	english	delaware	usa	41	female	0	naturalistic	english162.mov	eng	6/4/2009 10:16
163	english	fairview park	usa	41	male	0	naturalistic	english163.mov	eng	6/4/2009 10:16
164	english	leeds	uk	38	male	0	naturalistic	english164.mov	eng	6/4/2009 10:16
165	english	detroit	usa	43	female	0	naturalistic	english165.mov	eng	6/24/2009 22:33
166	english	glenside	usa	18	male	0	naturalistic	english166.mov	eng	6/24/2009 22:33
167	english	lakeview	usa	43	male	0	naturalistic	english167.mov	eng	6/24/2009 22:33
168	english	oceanside	usa	40	male	0	naturalistic	english168.mov	eng	6/24/2009 22:34
169	english	cleveland	usa	18	male	0	naturalistic	english169.mov	eng	6/24/2009 22:34
170	english	belmont	usa	50	female	0	naturalistic	english170.mov	eng	6/9/2009 22:36
171	english	st. louis	usa	21	male	0	naturalistic	english171.mov	eng	6/9/2009 22:36
172	english	kingston	jamaica	49	male	0	naturalistic	english172.mov	eng	6/9/2009 22:36
173	english	libertyville	usa	19	male	0	naturalistic	english173.mov	eng	6/9/2009 22:36
174	english	kuching	malaysia	30	female	0	naturalistic	english174.mov	eng	6/9/2009 22:37
175	english	seattle	usa	24	male	0	naturalistic	english175.mov	eng	6/9/2009 22:38
176	english	elizabeth city	usa	18	female	0	naturalistic	english176.mov	eng	6/9/2009 22:38
177	english	new orleans	usa	23	female	0	naturalistic	english177.mov	eng	6/9/2009 22:38
178	english	wilkes-barre	usa	30	male	0	naturalistic	english178.mov	eng	6/9/2009 22:38
179	english	huron	usa	57	male	0	naturalistic	english179.mov	eng	6/9/2009 22:39
180	english	newport	usa	20	male	0	naturalistic	english180.mov	eng	6/9/2009 22:39
181	english	new eagle	usa	68	male	0	naturalistic	english181.mov	eng	6/9/2009 22:39
182	english	troy	usa	50	male	0	naturalistic	english182.mov	eng	10/3/2006 10:21
183	english	corriverton	guyana	55	female	0	naturalistic	english183.mov	eng	
184	english	hillsboro	usa	18	female	0	naturalistic	english184.mov	eng	10/10/2006 11:23
185	english	oxford	uk	38	male	0	naturalistic	english185.mov	eng	
186	english	gadsden	usa	39	female	0	naturalistic	english186.mov	eng	11/6/2006 10:51
187	english	algona	usa	42	female	0	naturalistic	english187.mov	eng	11/6/2006 10:51
188	english	edinburgh	uk	35	male	0	naturalistic	english188.mov	eng	11/14/2006 10:21
189	english	grand forks	usa	19	male	0	naturalistic	english189.mov	eng	11/28/2006 11:49
190	english	oak park	usa	27	male	0	naturalistic	english190.mov	eng	11/28/2006 11:49
191	english	las cruces	usa	19	male	0	naturalistic	english191.mov	eng	
192	english	east lansing	usa	27	female	0	naturalistic	english192.mov	eng	1/21/2007 11:55
193	english	honolulu	usa	32	male	0	naturalistic	english193.mov	eng	1/23/2007 11:36
194	english	manchester	uk	19	male	0	naturalistic	english194.mov	eng	1/21/2007 11:55
195	english	delavan	usa	21	female	0	naturalistic	english195.mov	eng	
196	english	suva	fiji	50	female	0	naturalistic	english196.mov	eng	
197	english	iowa city	usa	22	male	0	naturalistic	english197.mov	eng	3/8/2007 11:09
198	english	washington	usa	56	male	0	naturalistic	english198.mov	eng	3/13/2007 12:52
199	english	bay shore	usa	25	male	0	naturalistic	english199.mov	eng	3/13/2007 12:52
200	english	berkeley	usa	22	female	0	naturalistic	english200.mov	eng	3/19/2007 10:45
201	english	warren	usa	26	female	0	naturalistic	english201.mov	eng	
202	english	crisfield	usa	19	male	0	naturalistic	english202.mov	eng	3/26/2007 10:35
203	english	boston	usa	63	female	0	naturalistic	english203.mov	eng	
204	english	chicago	usa	53	male	0	naturalistic	english204.mov	eng	3/26/2007 21:51
205	english	blue earth	usa	45	female	0	naturalistic	english205.mov	eng	3/28/2007 10:08
206	english	hucknall	uk	35	female	0	naturalistic	english206.mov	eng	4/2/2007 17:36
207	english	wilkes-barre	usa	23	female	0	naturalistic	english207.mov	eng	4/4/2007 12:56
208	english	washington	usa	46	male	0	naturalistic	english208.mov	eng	4/11/2007 13:40
209	english	saint johns	antigua and barbuda	28	female	0	naturalistic	english209.mov	eng	
210	english	trenton	canada	23	female	0	naturalistic	english210.mov	eng	4/25/2007 10:40
211	english	worcester	usa	30	male	0	naturalistic	english211.mov	eng	5/7/2007 12:54
212	english	spartanburg	usa	24	male	0	naturalistic	english212.mov	eng	5/10/2007 10:36
213	english	dodge city	usa	38	male	0	naturalistic	english213.mov	eng	5/30/2007 11:15
214	english	myrtle beach	usa	26	male	0	naturalistic	english214.mov	eng	
215	english	lemington spa	uk	20	male	0	naturalistic	english215.mov	eng	6/11/2007 10:46
216	english	chicago	usa	48	female	0	naturalistic	english216.mov	eng	6/11/2007 10:46
217	english	harrow	uk	66	male	0	naturalistic	english217.mov	eng	
218	english	abingdon	usa	27	female	0	naturalistic	english218.mov	eng	7/1/2007 12:37
219	english	oakland	usa	38	female	0	naturalistic	english219.mov	eng	
220	english	anaheim	usa	18	female	0	naturalistic	english220.mov	eng	7/1/2007 12:37
221	english	london	uk	45	male	0	naturalistic	english221.mov	eng	
222	english	auburn	usa	18	female	0	naturalistic	english222.mov	eng	7/13/2007 12:09
223	english	erie	usa	18	male	0	naturalistic	english223.mov	eng	7/16/2007 14:23
224	english	bridgetown	barbados	20	male	0	naturalistic	english224.mov	eng	7/23/2007 10:56
225	english	dundee	uk	50	male	0	naturalistic	english225.mov	eng	
226	english	walton-on-thames	uk	38	male	0	naturalistic	english226.mov	eng	
227	english	camberley	uk	42	female	0	naturalistic	english227.mov	eng	
228	english	glasgow	uk	59	female	0	naturalistic	english228.mov	eng	
229	english	burlington	usa	25	male	0	naturalistic	english229.mov	eng	8/1/2007 14:36
230	english	launceston	australia	35	male	0	naturalistic	english230.mov	eng	8/1/2007 14:36
231	english	tampa	usa	22	male	0	naturalistic	english231.mov	eng	8/1/2007 18:20
232	english	metairie	usa	32	female	0	naturalistic	english232.mov	eng	8/27/2007 12:30
233	english	edmonton	canada	26	female	0	naturalistic	english233.mov	eng	8/15/2007 12:50
234	english	bloomington	usa	49	male	0	naturalistic	english234.mov	eng	8/15/2007 12:50
235	english	richmond	usa	52	female	0	naturalistic	english235.mov	eng	8/15/2007 12:50
236	english	st. charles	usa	44	male	0	naturalistic	english236.mov	eng	8/27/2007 12:30
237	english	jeffersonville	usa	22	female	0	naturalistic	english237.mov	eng	8/30/2007 20:56
238	english	vancouver	canada	21	female	0	naturalistic	english238.mov	eng	9/5/2007 11:12
239	english	fort kobbe	panama	19	male	0	naturalistic	english239.mov	eng	9/17/2007 10:28
240	english	guelph	canada	26	male	0	naturalistic	english240.mov	eng	10/4/2007 10:11
241	english	wanganui	new zealand	52	female	0	naturalistic	english241.mov	eng	10/10/2007 10:13
242	english	laurel	usa	77	female	0	naturalistic	english242.mov	eng	10/15/2007 19:23
243	english	fredericton	canada	27	male	0	naturalistic	english243.mov	eng	10/22/2007 19:14
244	english	san francisco	usa	23	male	0	naturalistic	english244.mov	eng	10/25/2007 10:18
245	english	pittsburgh	usa	25	male	0	naturalistic	english245.mov	eng	11/19/2007 13:48
246	english	los angeles	usa	32	male	0	naturalistic	english246.mov	eng	12/3/2007 10:35
247	english	prince rupert	canada	33	male	0	naturalistic	english247.mov	eng	1/10/2008 12:11
248	english	philadelphia	usa	18	female	0	naturalistic	english248.mov	eng	
249	english	boston	usa	29	female	0	naturalistic	english249.mov	eng	1/28/2008 10:33
250	english	chester	uk	19	male	0	naturalistic	english250.mov	eng	2/11/2008 11:12
251	english	mt. kisco	usa	21	male	0	naturalistic	english251.mov	eng	2/18/2008 9:52
252	english	san jose ca	usa	25	female	0	naturalistic	english252.mov	eng	2/20/2008 14:36
253	english	dublin	ireland	21	male	0	naturalistic	english253.mov	eng	2/25/2008 10:22
254	english	eugene	usa	39	male	0	naturalistic	english254.mov	eng	2/26/2008 10:49
255	english	oamaru	new zealand	24	female	0	naturalistic	english255.mov	eng	3/3/2008 11:13
256	english	laurinburg	usa	23	male	0	naturalistic	english256.mov	eng	
257	english	san diego	usa	24	male	0	naturalistic	english257.mov	eng	3/5/2008 10:45
258	english	kilkenny	ireland	24	male	0	naturalistic	english258.mov	eng	
259	english	singapore	singapore	23	male	0	naturalistic	english259.mov	eng	3/10/2008 14:02
260	english	phoenix	usa	18	female	0	naturalistic	english260.mov	eng	3/17/2008 11:06
261	english	forestville	usa	59	female	0	naturalistic	english261.mov	eng	4/8/2008 12:30
262	english	naylor	usa	60	male	0	naturalistic	english262.mov	eng	4/8/2008 12:30
263	english	oak forest	usa	21	male	0	naturalistic	english263.mov	eng	
264	english	freemont	usa	21	male	0	naturalistic	english264.mov	eng	4/28/2008 11:08
265	english	vancouver wa	usa	31	male	0	naturalistic	english265.mov	eng	4/28/2008 11:08
266	english	san diego	usa	18	male	0		english266.mov	eng	5/5/2008 10:12
267	english	leeds	uk	66	male	0	naturalistic	english267.mov	eng	5/7/2008 10:19
268	english	leeds	uk	67	female	0	naturalistic	english268.mov	eng	5/7/2008 10:19
269	english	adelaide	australia	22	female	0	naturalistic	english269.mov	eng	5/12/2008 16:31
270	english	cape town	south africa	29	male	0	naturalistic	english270.mov	eng	5/12/2008 16:31
271	english	cape town	south africa	32	female	0	naturalistic	english271.mov	eng	5/13/2008 13:53
272	english	dallas	usa	20	male	0	naturalistic	english272.mov	eng	
273	english	blue bell	usa	46	male	0	naturalistic	english273.mov	eng	5/28/2008 11:37
274	english	sydney	australia	25	female	0	naturalistic	english274.mov	eng	6/9/2008 12:08
275	english	clifton	usa	20	female	0	naturalistic	english275.mov	eng	6/30/2008 14:40
276	english	chattanooga	usa	50	female	0	naturalistic	english276.mov	eng	7/9/2008 10:58
277	english	hudson	usa	48	female	0	naturalistic	english277.mov	eng	7/9/2008 10:58
278	english	augusta	usa	18	female	0	naturalistic	english278.mov	eng	7/14/2008 13:43
279	english	singapore	singapore	30	female	0	naturalistic	english279.mov	eng	7/16/2008 12:08
280	english	ramsey	isle of man	19	female	0	naturalistic	english280.mov	eng	7/18/2008 12:54
281	english	ramsey mn	usa	23	male	0	naturalistic	english281.mov	eng	7/30/2008 11:15
282	english	tampa	usa	20	male	0	naturalistic	english282.mov	eng	8/14/2008 12:22
283	english	pelham	usa	18	male	0	naturalistic	english283.mov	eng	8/18/2008 20:20
284	english	gainesville	usa	33	male	0	naturalistic	english284.mov	eng	8/19/2008 8:50
285	english	melbourne	australia	50	male	0	naturalistic	english285.mov	eng	9/13/2008 11:41
286	english	beaumont	usa	21	female	0	naturalistic	english286.mov	eng	9/23/2008 11:13
287	english	singapore	singapore	27	female	0	naturalistic	english287.mov	eng	10/9/2008 12:25
288	english	st. louis	usa	26	female	0	naturalistic	english288.mov	eng	10/9/2008 12:30
289	english	fairfax	usa	19	female	0	naturalistic	english289.mov	eng	10/10/2008 1:09
290	english	duluth	usa	20	male	0	naturalistic	english290.mov	eng	10/18/2008 22:40
291	english	belize city	belize	18	male	0	naturalistic	english291.mov	eng	11/17/2008 12:18
292	english	kansas city	usa	38	male	0	naturalistic	english292.mov	eng	12/2/2008 11:55
293	english	billings	usa	22	female	0	naturalistic	english293.mov	eng	12/6/2008 11:56
294	english	naracoorte	australia	19	female	0	naturalistic	english294.mov	eng	12/12/2008 16:13
295	english	airdrie	canada	25	male	0	naturalistic	english295.mov	eng	12/12/2008 16:37
296	english	edmonton	canada	18	female	0	naturalistic	english296.mov	eng	12/31/2008 13:28
297	english	lindenhurst	usa	19	male	0	naturalistic	english297.mov	eng	1/1/2009 15:56
298	english	lismore	australia	22	male	0	naturalistic	english298.mov	eng	1/3/2009 22:11
299	english	windsor	canada	59	male	0	naturalistic	english299.mov	eng	1/7/2009 11:00
300	english	dublin	ireland	18	male	0	naturalistic	english300.mov	eng	1/15/2009 16:45
301	english	toronto	canada	41	male	0	naturalistic	english301.mov	eng	1/22/2009 16:09
302	english	melbourne	australia	22	male	0	naturalistic	english302.mov	eng	1/30/2009 13:29
303	english	anaheim	usa	45	female	0	naturalistic	english303.mov	eng	1/31/2009 13:38
304	english	clare	ireland	20	female	0	naturalistic	english304.mov	eng	2/9/2009 23:15
305	english	la paz	bolivia	24	female	0	naturalistic	english305.mov	eng	2/25/2009 13:08
306	english	london	uk	24	female	0	naturalistic	english306.mov	eng	2/25/2009 13:32
307	english	alexandria	usa	48	male	0	naturalistic	english307.mov	eng	3/4/2009 9:45
308	english	cardiff	uk	34	male	0	naturalistic	english308.mov	eng	3/4/2009 9:48
309	english	dunedin	new zealand	44	female	0	naturalistic	english309.mov	eng	3/12/2009 21:38
310	english	oxford	uk	37	female	0	naturalistic	english310.mov	eng	3/18/2009 13:57
311	english	detroit	usa	38	female	0	naturalistic	english311.mov	eng	3/27/2009 22:57
312	english	edmonton	canada	40	female	0	naturalistic	english312.mov	eng	3/31/2009 0:22
313	english	silver spring	usa	28	male	0	naturalistic	english313.mov	eng	4/15/2009 19:09
314	english	memphis	usa	26	female	0	naturalistic	english314.mov	eng	4/18/2009 21:43
315	english	los angeles	usa	25	male	0	naturalistic	english315.mov	eng	4/26/2009 11:07
316	english	sacramento	usa	33	male	0	naturalistic	english316.mov	eng	4/26/2009 11:09
317	english	burlington	usa	26	male	0	naturalistic	english317.mov	eng	5/5/2009 21:50
318	english	sarnia	canada	46	male	0	naturalistic	english318.mov	eng	5/8/2009 0:59
319	english	grimsby	uk	29	male	0	naturalistic	english319.mov	eng	5/18/2009 15:31
320	english	maryland county	liberia	59	female	0	naturalistic	english320.mov	eng	6/23/2009 9:35
321	english	brooklyn	usa	52	male	0	naturalistic	english321.mov	eng	6/23/2009 9:38
322	english	yorkton	canada	29	male	0	naturalistic	english322.mov	eng	6/25/2009 20:19
323	english	regina	canada	31	female	0	naturalistic	english323.mov	eng	6/25/2009 20:22
324	english	st. marys	canada	28	male	0	naturalistic	english324.mov	eng	6/25/2009 20:25
325	english	reading	usa	32	male	0	naturalistic	english325.mov	eng	7/1/2009 21:53
326	english	fairborn	usa	53	male	0	naturalistic	english326.mov	eng	7/15/2009 22:45
327	english	dunedin	usa	27	male	0	naturalistic	english327.mov	eng	8/3/2009 15:25
328	english	hollywood	usa	23	female	0	naturalistic	english328.mov	eng	8/3/2009 15:27
329	english	boise	usa	21	female	0	naturalistic	english329.mov	eng	8/3/2009 22:01
